#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
    1383.000    -579.6741541    619.0427613    199.1948451    276.4619847
    1384.000    -580.2932689    619.1867404    199.1953535    276.6611798
    1385.000    -580.9125275    619.3306159    199.1958608    276.8603754
    1386.000    -581.5319301    619.4743879    199.1963670    277.0595715
    1387.000    -582.1514763    619.6180566    199.1968722    277.2587681
    1388.000    -582.7711661    619.7616221    199.1973762    277.4579653
    1389.000    -583.3909995    619.9050845    199.1978791    277.6571629
    1390.000    -584.0109763    620.0484441    199.1983810    277.8563610
    1391.000    -584.6310964    620.1917009    199.1988817    278.0555597
    1392.000    -585.2513596    620.3348552    199.1993814    278.2547588
    1393.000    -585.8717660    620.4779070    199.1998801    278.4539584
    1394.000    -586.4923154    620.6208565    199.2003776    278.6531586
    1395.000    -587.1130077    620.7637039    199.2008741    278.8523592
    1396.000    -587.7338428    620.9064492    199.2013695    279.0515603
    1397.000    -588.3548206    621.0490927    199.2018639    279.2507619
    1398.000    -588.9759409    621.1916345    199.2023572    279.4499640
    1399.000    -589.5972038    621.3340747    199.2028494    279.6491666
    1400.000    -590.2186091    621.4764134    199.2033406    279.8483697
    1401.000    -590.8401566    621.6186509    199.2038307    280.0475733
    1402.000    -591.4618463    621.7607872    199.2043198    280.2467774
    1403.000    -592.0836781    621.9028226    199.2048079    280.4459820
    1404.000    -592.7056519    622.0447571    199.2052949    280.6451870
    1405.000    -593.3277676    622.1865909    199.2057809    280.8443925
    1406.000    -593.9500251    622.3283241    199.2062658    281.0435986
    1407.000    -594.5724242    622.4699569    199.2067497    281.2428051
    1408.000    -595.1949650    622.6114894    199.2072326    281.4420121
    1409.000    -595.8176472    622.7529217    199.2077145    281.6412195
    1410.000    -596.4404708    622.8942541    199.2081953    281.8404275
    1411.000    -597.0634357    623.0354866    199.2086751    282.0396359
    1412.000    -597.6865417    623.1766194    199.2091539    282.2388448
    1413.000    -598.3097889    623.3176526    199.2096317    282.4380542
    1414.000    -598.9331770    623.4585863    199.2101085    282.6372641
    1415.000    -599.5567060    623.5994208    199.2105842    282.8364745
    1416.000    -600.1803758    623.7401561    199.2110590    283.0356853
    1417.000    -600.8041863    623.8807924    199.2115327    283.2348966
    1418.000    -601.4281374    624.0213298    199.2120055    283.4341083
    1419.000    -602.0522289    624.1617685    199.2124773    283.6333206
    1420.000    -602.6764609    624.3021086    199.2129480    283.8325333
    1421.000    -603.3008331    624.4423502    199.2134178    284.0317465
    1422.000    -603.9253455    624.5824934    199.2138866    284.2309601
    1423.000    -604.5499980    624.7225385    199.2143544    284.4301742
    1424.000    -605.1747906    624.8624855    199.2148212    284.6293888
    1425.000    -605.7997230    625.0023346    199.2152870    284.8286039
    1426.000    -606.4247952    625.1420860    199.2157519    285.0278194
    1427.000    -607.0500071    625.2817397    199.2162158    285.2270354
    1428.000    -607.6753587    625.4212959    199.2166787    285.4262518
    1429.000    -608.3008497    625.5607547    199.2171406    285.6254688
    1430.000    -608.9264801    625.7001163    199.2176016    285.8246861
    1431.000    -609.5522499    625.8393807    199.2180616    286.0239040
    1432.000    -610.1781589    625.9785483    199.2185206    286.2231222
    1433.000    -610.8042069    626.1176189    199.2189787    286.4223410
    1434.000    -611.4303941    626.2565929    199.2194358    286.6215602
    1435.000    -612.0567201    626.3954704    199.2198920    286.8207799
    1436.000    -612.6831850    626.5342514    199.2203472    287.0200000
    1437.000    -613.3097886    626.6729361    199.2208015    287.2192206
    1438.000    -613.9365308    626.8115246    199.2212549    287.4184416
    1439.000    -614.5634116    626.9500171    199.2217072    287.6176631
    1440.000    -615.1904308    627.0884138    199.2221587    287.8168850
    1441.000    -615.8175884    627.2267146    199.2226092    288.0161074
    1442.000    -616.4448842    627.3649199    199.2230588    288.2153302
    1443.000    -617.0723182    627.5030296    199.2235074    288.4145535
    1444.000    -617.6998902    627.6410440    199.2239551    288.6137772
    1445.000    -618.3276003    627.7789631    199.2244019    288.8130014
    1446.000    -618.9554481    627.9167871    199.2248478    289.0122260
    1447.000    -619.5834338    628.0545162    199.2252927    289.2114511
    1448.000    -620.2115571    628.1921504    199.2257368    289.4106766
    1449.000    -620.8398181    628.3296899    199.2261799    289.6099026
    1450.000    -621.4682165    628.4671348    199.2266220    289.8091290
    1451.000    -622.0967523    628.6044853    199.2270633    290.0083558
    1452.000    -622.7254254    628.7417414    199.2275037    290.2075831
    1453.000    -623.3542358    628.8789034    199.2279431    290.4068108
    1454.000    -623.9831832    629.0159712    199.2283817    290.6060390
    1455.000    -624.6122677    629.1529452    199.2288193    290.8052676
    1456.000    -625.2414891    629.2898253    199.2292561    291.0044966
    1457.000    -625.8708473    629.4266118    199.2296920    291.2037261
    1458.000    -626.5003422    629.5633047    199.2301269    291.4029560
    1459.000    -627.1299739    629.6999042    199.2305610    291.6021864
    1460.000    -627.7597420    629.8364104    199.2309942    291.8014171
    1461.000    -628.3896467    629.9728234    199.2314265    292.0006483
    1462.000    -629.0196876    630.1091434    199.2318579    292.1998800
    1463.000    -629.6498649    630.2453705    199.2322884    292.3991121
    1464.000    -630.2801784    630.3815047    199.2327180    292.5983446
    1465.000    -630.9106279    630.5175463    199.2331468    292.7975775
    1466.000    -631.5412134    630.6534954    199.2335747    292.9968109
    1467.000    -632.1719348    630.7893521    199.2340017    293.1960446
    1468.000    -632.8027921    630.9251165    199.2344278    293.3952789
    1469.000    -633.4337850    631.0607887    199.2348531    293.5945135
    1470.000    -634.0649136    631.1963688    199.2352775    293.7937486
    1471.000    -634.6961778    631.3318571    199.2357011    293.9929841
    1472.000    -635.3275773    631.4672536    199.2361238    294.1922200
    1473.000    -635.9591122    631.6025584    199.2365456    294.3914563
    1474.000    -636.5907824    631.7377717    199.2369666    294.5906931
    1475.000    -637.2225877    631.8728935    199.2373867    294.7899302
    1476.000    -637.8545282    632.0079241    199.2378059    294.9891678
    1477.000    -638.4866036    632.1428635    199.2382244    295.1884059
    1478.000    -639.1188139    632.2777119    199.2386419    295.3876443
    1479.000    -639.7511590    632.4124693    199.2390586    295.5868831
    1480.000    -640.3836388    632.5471359    199.2394745    295.7861224
    1481.000    -641.0162532    632.6817119    199.2398896    295.9853621
    1482.000    -641.6490022    632.8161973    199.2403038    296.1846022
    1483.000    -642.2818856    632.9505922    199.2407171    296.3838427
    1484.000    -642.9149033    633.0848969    199.2411297    296.5830836
    1485.000    -643.5480553    633.2191113    199.2415414    296.7823249
    1486.000    -644.1813415    633.3532357    199.2419522    296.9815667
    1487.000    -644.8147618    633.4872701    199.2423623    297.1808089
    1488.000    -645.4483160    633.6212147    199.2427715    297.3800514
    1489.000    -646.0820042    633.7550696    199.2431799    297.5792944
    1490.000    -646.7158261    633.8888348    199.2435875    297.7785378
    1491.000    -647.3497818    634.0225106    199.2439942    297.9777816
    1492.000    -647.9838711    634.1560971    199.2444001    298.1770258
    1493.000    -648.6180940    634.2895943    199.2448053    298.3762704
    1494.000    -649.2524503    634.4230024    199.2452096    298.5755154
    1495.000    -649.8869399    634.5563216    199.2456131    298.7747608
    1496.000    -650.5215629    634.6895518    199.2460158    298.9740066
    1497.000    -651.1563190    634.8226933    199.2464177    299.1732528
    1498.000    -651.7912082    634.9557461    199.2468188    299.3724994
    1499.000    -652.4262305    635.0887104    199.2472191    299.5717465
    1500.000    -653.0613856    635.2215863    199.2476185    299.7709939
    1501.000    -653.6966736    635.3543740    199.2480172    299.9702417
    1502.000    -654.3320944    635.4870734    199.2484151    300.1694899
    1503.000    -654.9676477    635.6196848    199.2488122    300.3687385
    1504.000    -655.6033337    635.7522083    199.2492086    300.5679875
    1505.000    -656.2391521    635.8846439    199.2496041    300.7672369
    1506.000    -656.8751030    636.0169918    199.2499988    300.9664867
    1507.000    -657.5111861    636.1492522    199.2503928    301.1657369
    1508.000    -658.1474014    636.2814250    199.2507859    301.3649875
    1509.000    -658.7837489    636.4135105    199.2511783    301.5642385
    1510.000    -659.4202284    636.5455088    199.2515700    301.7634899
    1511.000    -660.0568399    636.6774199    199.2519608    301.9627417
    1512.000    -660.6935832    636.8092441    199.2523509    302.1619938
    1513.000    -661.3304584    636.9409813    199.2527402    302.3612464
    1514.000    -661.9674652    637.0726317    199.2531287    302.5604993
    1515.000    -662.6046036    637.2041955    199.2535164    302.7597526
    1516.000    -663.2418735    637.3356727    199.2539034    302.9590063
    1517.000    -663.8792749    637.4670635    199.2542897    303.1582604
    1518.000    -664.5168076    637.5983679    199.2546751    303.3575149
    1519.000    -665.1544716    637.7295862    199.2550598    303.5567698
    1520.000    -665.7922668    637.8607183    199.2554438    303.7560250
    1521.000    -666.4301930    637.9917644    199.2558270    303.9552807
    1522.000    -667.0682503    638.1227247    199.2562094    304.1545367
    1523.000    -667.7064384    638.2535992    199.2565911    304.3537931
    1524.000    -668.3447574    638.3843880    199.2569720    304.5530499
    1525.000    -668.9832072    638.5150913    199.2573522    304.7523070
    1526.000    -669.6217876    638.6457091    199.2577317    304.9515646
    1527.000    -670.2604986    638.7762417    199.2581104    305.1508225
    1528.000    -670.8993400    638.9066890    199.2584883    305.3500808
    1529.000    -671.5383119    639.0370513    199.2588655    305.5493395
    1530.000    -672.1774141    639.1673285    199.2592420    305.7485985
    1531.000    -672.8166466    639.2975209    199.2596178    305.9478579
    1532.000    -673.4560091    639.4276285    199.2599928    306.1471177
    1533.000    -674.0955018    639.5576515    199.2603670    306.3463779
    1534.000    -674.7351244    639.6875899    199.2607406    306.5456385
    1535.000    -675.3748769    639.8174439    199.2611134    306.7448994
    1536.000    -676.0147593    639.9472135    199.2614855    306.9441607
    1537.000    -676.6547713    640.0768990    199.2618569    307.1434224
    1538.000    -677.2949130    640.2065003    199.2622275    307.3426844
    1539.000    -677.9351843    640.3360176    199.2625974    307.5419468
    1540.000    -678.5755850    640.4654511    199.2629666    307.7412096
    1541.000    -679.2161152    640.5948007    199.2633351    307.9404728
    1542.000    -679.8567746    640.7240667    199.2637029    308.1397363
    1543.000    -680.4975633    640.8532492    199.2640699    308.3390002
    1544.000    -681.1384811    640.9823481    199.2644363    308.5382644
    1545.000    -681.7795280    641.1113638    199.2648019    308.7375290
    1546.000    -682.4207038    641.2402961    199.2651668    308.9367940
    1547.000    -683.0620085    641.3691454    199.2655311    309.1360594
    1548.000    -683.7034421    641.4979116    199.2658946    309.3353251
    1549.000    -684.3450043    641.6265949    199.2662574    309.5345912
    1550.000    -684.9866952    641.7551954    199.2666195    309.7338576
    1551.000    -685.6285147    641.8837131    199.2669809    309.9331244
    1552.000    -686.2704626    642.0121483    199.2673416    310.1323916
    1553.000    -686.9125389    642.1405010    199.2677017    310.3316591
    1554.000    -687.5547436    642.2687713    199.2680610    310.5309270
    1555.000    -688.1970765    642.3969593    199.2684196    310.7301952
    1556.000    -688.8395375    642.5250651    199.2687776    310.9294638
    1557.000    -689.4821266    642.6530888    199.2691348    311.1287328
    1558.000    -690.1248436    642.7810306    199.2694914    311.3280021
    1559.000    -690.7676886    642.9088905    199.2698473    311.5272717
    1560.000    -691.4106614    643.0366687    199.2702025    311.7265418
    1561.000    -692.0537619    643.1643652    199.2705570    311.9258121
    1562.000    -692.6969901    643.2919801    199.2709108    312.1250829
    1563.000    -693.3403458    643.4195136    199.2712640    312.3243540
    1564.000    -693.9838291    643.5469658    199.2716165    312.5236254
    1565.000    -694.6274397    643.6743367    199.2719683    312.7228972
    1566.000    -695.2711777    643.8016265    199.2723194    312.9221693
    1567.000    -695.9150430    643.9288352    199.2726699    313.1214418
    1568.000    -696.5590354    644.0559631    199.2730197    313.3207147
    1569.000    -697.2031549    644.1830100    199.2733688    313.5199879
    1570.000    -697.8474014    644.3099763    199.2737173    313.7192614
    1571.000    -698.4917748    644.4368619    199.2740651    313.9185353
    1572.000    -699.1362751    644.5636671    199.2744123    314.1178096
    1573.000    -699.7809021    644.6903918    199.2747587    314.3170841
    1574.000    -700.4256558    644.8170361    199.2751046    314.5163591
    1575.000    -701.0705362    644.9436003    199.2754497    314.7156343
    1576.000    -701.7155430    645.0700844    199.2757942    314.9149100
    1577.000    -702.3606763    645.1964884    199.2761381    315.1141859
    1578.000    -703.0059360    645.3228125    199.2764813    315.3134622
    1579.000    -703.6513219    645.4490569    199.2768238    315.5127389
    1580.000    -704.2968340    645.5752215    199.2771657    315.7120159
    1581.000    -704.9424723    645.7013065    199.2775070    315.9112932
    1582.000    -705.5882366    645.8273120    199.2778476    316.1105709
    1583.000    -706.2341269    645.9532380    199.2781876    316.3098489
    1584.000    -706.8801431    646.0790848    199.2785269    316.5091273
    1585.000    -707.5262850    646.2048524    199.2788656    316.7084060
    1586.000    -708.1725528    646.3305408    199.2792036    316.9076850
    1587.000    -708.8189461    646.4561503    199.2795410    317.1069644
    1588.000    -709.4654650    646.5816808    199.2798778    317.3062441
    1589.000    -710.1121094    646.7071325    199.2802139    317.5055241
    1590.000    -710.7588793    646.8325055    199.2805494    317.7048045
    1591.000    -711.4057744    646.9577999    199.2808843    317.9040852
    1592.000    -712.0527948    647.0830158    199.2812185    318.1033663
    1593.000    -712.6999404    647.2081532    199.2815521    318.3026477
    1594.000    -713.3472111    647.3332124    199.2818851    318.5019294
    1595.000    -713.9946068    647.4581933    199.2822175    318.7012114
    1596.000    -714.6421275    647.5830961    199.2825492    318.9004938
    1597.000    -715.2897730    647.7079208    199.2828803    319.0997765
    1598.000    -715.9375433    647.8326676    199.2832108    319.2990596
    1599.000    -716.5854383    647.9573366    199.2835407    319.4983430
    1600.000    -717.2334579    648.0819279    199.2838699    319.6976267
    1601.000    -717.8816021    648.2064415    199.2841986    319.8969107
    1602.000    -718.5298708    648.3308776    199.2845266    320.0961951
    1603.000    -719.1782639    648.4552362    199.2848540    320.2954798
    1604.000    -719.8267812    648.5795175    199.2851808    320.4947648
    1605.000    -720.4754229    648.7037215    199.2855070    320.6940501
    1606.000    -721.1241887    648.8278484    199.2858326    320.8933358
    1607.000    -721.7730785    648.9518982    199.2861576    321.0926218
    1608.000    -722.4220924    649.0758710    199.2864819    321.2919081
    1609.000    -723.0712303    649.1997669    199.2868057    321.4911947
    1610.000    -723.7204919    649.3235861    199.2871289    321.6904817
    1611.000    -724.3698774    649.4473286    199.2874514    321.8897690
    1612.000    -725.0193866    649.5709945    199.2877734    322.0890566
    1613.000    -725.6690194    649.6945840    199.2880948    322.2883446
    1614.000    -726.3187757    649.8180970    199.2884155    322.4876328
    1615.000    -726.9686555    649.9415337    199.2887357    322.6869214
    1616.000    -727.6186588    650.0648942    199.2890553    322.8862103
    1617.000    -728.2687853    650.1881786    199.2893743    323.0854995
    1618.000    -728.9190351    650.3113870    199.2896927    323.2847890
    1619.000    -729.5694081    650.4345194    199.2900105    323.4840789
    1620.000    -730.2199041    650.5575760    199.2903277    323.6833690
    1621.000    -730.8705232    650.6805569    199.2906444    323.8826595
    1622.000    -731.5212652    650.8034621    199.2909604    324.0819503
    1623.000    -732.1721301    650.9262918    199.2912759    324.2812415
    1624.000    -732.8231178    651.0490460    199.2915908    324.4805329
    1625.000    -733.4742281    651.1717248    199.2919051    324.6798246
    1626.000    -734.1254612    651.2943283    199.2922188    324.8791167
    1627.000    -734.7768168    651.4168567    199.2925320    325.0784091
    1628.000    -735.4282949    651.5393100    199.2928445    325.2777018
    1629.000    -736.0798954    651.6616882    199.2931565    325.4769948
    1630.000    -736.7316182    651.7839916    199.2934680    325.6762881
    1631.000    -737.3834633    651.9062201    199.2937788    325.8755817
    1632.000    -738.0354306    652.0283739    199.2940891    326.0748756
    1633.000    -738.6875201    652.1504531    199.2943988    326.2741699
    1634.000    -739.3397315    652.2724577    199.2947080    326.4734644
    1635.000    -739.9920649    652.3943879    199.2950166    326.6727593
    1636.000    -740.6445203    652.5162437    199.2953246    326.8720545
    1637.000    -741.2970974    652.6380253    199.2956321    327.0713499
    1638.000    -741.9497963    652.7597326    199.2959389    327.2706457
    1639.000    -742.6026168    652.8813659    199.2962453    327.4699418
    1640.000    -743.2555590    653.0029251    199.2965511    327.6692382
    1641.000    -743.9086227    653.1244105    199.2968563    327.8685349
    1642.000    -744.5618078    653.2458220    199.2971609    328.0678319
    1643.000    -745.2151143    653.3671598    199.2974650    328.2671292
    1644.000    -745.8685421    653.4884239    199.2977686    328.4664269
    1645.000    -746.5220911    653.6096145    199.2980716    328.6657248
    1646.000    -747.1757613    653.7307316    199.2983740    328.8650230
    1647.000    -747.8295526    653.8517754    199.2986759    329.0643215
    1648.000    -748.4834648    653.9727459    199.2989773    329.2636204
    1649.000    -749.1374980    654.0936431    199.2992781    329.4629195
    1650.000    -749.7916521    654.2144673    199.2995783    329.6622189
    1651.000    -750.4459269    654.3352184    199.2998780    329.8615186
    1652.000    -751.1003225    654.4558966    199.3001772    330.0608187
    1653.000    -751.7548387    654.5765019    199.3004758    330.2601190
    1654.000    -752.4094755    654.6970345    199.3007739    330.4594196
    1655.000    -753.0642327    654.8174944    199.3010715    330.6587205
    1656.000    -753.7191104    654.9378818    199.3013685    330.8580218
    1657.000    -754.3741085    655.0581966    199.3016649    331.0573233
    1658.000    -755.0292268    655.1784390    199.3019609    331.2566251
    1659.000    -755.6844653    655.2986091    199.3022563    331.4559272
    1660.000    -756.3398240    655.4187070    199.3025511    331.6552296
    1661.000    -756.9953027    655.5387327    199.3028455    331.8545323
    1662.000    -757.6509014    655.6586864    199.3031393    332.0538353
    1663.000    -758.3066201    655.7785680    199.3034326    332.2531386
    1664.000    -758.9624586    655.8983778    199.3037253    332.4524422
    1665.000    -759.6184168    656.0181158    199.3040175    332.6517460
    1666.000    -760.2744948    656.1377821    199.3043092    332.8510502
    1667.000    -760.9306923    656.2573767    199.3046004    333.0503546
    1668.000    -761.5870095    656.3768998    199.3048910    333.2496594
    1669.000    -762.2434461    656.4963514    199.3051812    333.4489644
    1670.000    -762.9000022    656.6157317    199.3054708    333.6482698
    1671.000    -763.5566776    656.7350407    199.3057599    333.8475754
    1672.000    -764.2134722    656.8542784    199.3060484    334.0468813
    1673.000    -764.8703861    656.9734450    199.3063365    334.2461875
    1674.000    -765.5274191    657.0925406    199.3066240    334.4454939
    1675.000    -766.1845712    657.2115653    199.3069111    334.6448007
    1676.000    -766.8418422    657.3305191    199.3071976    334.8441078
    1677.000    -767.4992322    657.4494021    199.3074836    335.0434151
    1678.000    -768.1567410    657.5682144    199.3077691    335.2427227
    1679.000    -768.8143686    657.6869561    199.3080540    335.4420306
    1680.000    -769.4721149    657.8056272    199.3083385    335.6413388
    1681.000    -770.1299798    657.9242279    199.3086225    335.8406473
    1682.000    -770.7879633    658.0427583    199.3089059    336.0399561
    1683.000    -771.4460653    658.1612183    199.3091889    336.2392651
    1684.000    -772.1042857    658.2796082    199.3094714    336.4385745
    1685.000    -772.7626245    658.3979279    199.3097533    336.6378841
    1686.000    -773.4210815    658.5161777    199.3100348    336.8371940
    1687.000    -774.0796568    658.6343574    199.3103157    337.0365042
    1688.000    -774.7383502    658.7524673    199.3105962    337.2358146
    1689.000    -775.3971617    658.8705074    199.3108761    337.4351253
    1690.000    -776.0560912    658.9884779    199.3111556    337.6344364
    1691.000    -776.7151387    659.1063787    199.3114345    337.8337477
    1692.000    -777.3743040    659.2242099    199.3117130    338.0330592
    1693.000    -778.0335871    659.3419717    199.3119910    338.2323711
    1694.000    -778.6929879    659.4596642    199.3122685    338.4316832
    1695.000    -779.3525064    659.5772873    199.3125455    338.6309956
    1696.000    -780.0121424    659.6948412    199.3128220    338.8303083
    1697.000    -780.6718960    659.8123260    199.3130980    339.0296213
    1698.000    -781.3317671    659.9297418    199.3133735    339.2289345
    1699.000    -781.9917555    660.0470886    199.3136486    339.4282480
    1700.000    -782.6518612    660.1643665    199.3139231    339.6275618
    1701.000    -783.3120842    660.2815756    199.3141972    339.8268759
    1702.000    -783.9724243    660.3987159    199.3144708    340.0261902
    1703.000    -784.6328816    660.5157877    199.3147439    340.2255048
    1704.000    -785.2934559    660.6327908    199.3150166    340.4248197
    1705.000    -785.9541472    660.7497255    199.3152887    340.6241348
    1706.000    -786.6149553    660.8665918    199.3155604    340.8234503
    1707.000    -787.2758803    660.9833897    199.3158316    341.0227659
    1708.000    -787.9369221    661.1001194    199.3161023    341.2220819
    1709.000    -788.5980805    661.2167810    199.3163726    341.4213982
    1710.000    -789.2593556    661.3333744    199.3166423    341.6207147
    1711.000    -789.9207473    661.4498999    199.3169116    341.8200314
    1712.000    -790.5822554    661.5663574    199.3171805    342.0193485
    1713.000    -791.2438800    661.6827471    199.3174488    342.2186658
    1714.000    -791.9056209    661.7990690    199.3177167    342.4179834
    1715.000    -792.5674781    661.9153232    199.3179842    342.6173012
    1716.000    -793.2294515    662.0315098    199.3182511    342.8166193
    1717.000    -793.8915411    662.1476289    199.3185176    343.0159377
    1718.000    -794.5537467    662.2636805    199.3187837    343.2152564
    1719.000    -795.2160684    662.3796648    199.3190492    343.4145753
    1720.000    -795.8785060    662.4955817    199.3193143    343.6138945
    1721.000    -796.5410596    662.6114314    199.3195790    343.8132139
    1722.000    -797.2037289    662.7272140    199.3198432    344.0125336
    1723.000    -797.8665140    662.8429295    199.3201069    344.2118536
    1724.000    -798.5294147    662.9585781    199.3203701    344.4111739
    1725.000    -799.1924311    663.0741597    199.3206330    344.6104944
    1726.000    -799.8555630    663.1896745    199.3208953    344.8098151
    1727.000    -800.5188104    663.3051225    199.3211572    345.0091361
    1728.000    -801.1821732    663.4205039    199.3214186    345.2084574
    1729.000    -801.8456514    663.5358186    199.3216796    345.4077790
    1730.000    -802.5092449    663.6510668    199.3219402    345.6071008
    1731.000    -803.1729535    663.7662486    199.3222003    345.8064229
    1732.000    -803.8367773    663.8813640    199.3224599    346.0057452
    1733.000    -804.5007162    663.9964132    199.3227191    346.2050678
    1734.000    -805.1647701    664.1113961    199.3229778    346.4043906
    1735.000    -805.8289390    664.2263128    199.3232361    346.6037137
    1736.000    -806.4932227    664.3411635    199.3234940    346.8030371
    1737.000    -807.1576213    664.4559482    199.3237514    347.0023607
    1738.000    -807.8221346    664.5706670    199.3240083    347.2016846
    1739.000    -808.4867626    664.6853199    199.3242649    347.4010087
    1740.000    -809.1515052    664.7999071    199.3245209    347.6003331
    1741.000    -809.8163624    664.9144286    199.3247766    347.7996578
    1742.000    -810.4813341    665.0288845    199.3250318    347.9989827
    1743.000    -811.1464201    665.1432748    199.3252865    348.1983078
    1744.000    -811.8116206    665.2575997    199.3255409    348.3976333
    1745.000    -812.4769353    665.3718592    199.3257947    348.5969589
    1746.000    -813.1423643    665.4860533    199.3260482    348.7962849
    1747.000    -813.8079074    665.6001823    199.3263012    348.9956110
    1748.000    -814.4735646    665.7142460    199.3265538    349.1949375
    1749.000    -815.1393359    665.8282447    199.3268059    349.3942641
    1750.000    -815.8052211    665.9421784    199.3270576    349.5935911
    1751.000    -816.4712202    666.0560471    199.3273089    349.7929182
    1752.000    -817.1373332    666.1698509    199.3275598    349.9922457
    1753.000    -817.8035599    666.2835900    199.3278102    350.1915734
    1754.000    -818.4699003    666.3972643    199.3280602    350.3909013
    1755.000    -819.1363544    666.5108740    199.3283098    350.5902295
    1756.000    -819.8029221    666.6244191    199.3285589    350.7895579
    1757.000    -820.4696032    666.7378997    199.3288077    350.9888866
    1758.000    -821.1363978    666.8513159    199.3290560    351.1882155
    1759.000    -821.8033058    666.9646677    199.3293038    351.3875447
    1760.000    -822.4703271    667.0779553    199.3295513    351.5868741
    1761.000    -823.1374617    667.1911786    199.3297983    351.7862038
    1762.000    -823.8047095    667.3043378    199.3300449    351.9855337
    1763.000    -824.4720704    667.4174329    199.3302911    352.1848639
    1764.000    -825.1395443    667.5304641    199.3305369    352.3841943
    1765.000    -825.8071313    667.6434313    199.3307823    352.5835250
    1766.000    -826.4748312    667.7563347    199.3310272    352.7828559
    1767.000    -827.1426439    667.8691743    199.3312718    352.9821870
    1768.000    -827.8105695    667.9819502    199.3315159    353.1815184
    1769.000    -828.4786078    668.0946625    199.3317596    353.3808501
    1770.000    -829.1467588    668.2073112    199.3320029    353.5801819
    1771.000    -829.8150224    668.3198964    199.3322457    353.7795141
    1772.000    -830.4833986    668.4324182    199.3324882    353.9788464
    1773.000    -831.1518872    668.5448766    199.3327303    354.1781791
    1774.000    -831.8204883    668.6572718    199.3329719    354.3775119
    1775.000    -832.4892017    668.7696038    199.3332131    354.5768450
    1776.000    -833.1580275    668.8818726    199.3334540    354.7761783
    1777.000    -833.8269655    668.9940784    199.3336944    354.9755119
    1778.000    -834.4960156    669.1062212    199.3339344    355.1748457
    1779.000    -835.1651779    669.2183011    199.3341740    355.3741798
    1780.000    -835.8344522    669.3303181    199.3344133    355.5735141
    1781.000    -836.5038385    669.4422724    199.3346521    355.7728486
    1782.000    -837.1733367    669.5541639    199.3348905    355.9721834
    1783.000    -837.8429468    669.6659928    199.3351285    356.1715184
    1784.000    -838.5126687    669.7777591    199.3353661    356.3708536
    1785.000    -839.1825023    669.8894630    199.3356033    356.5701891
    1786.000    -839.8524476    670.0011044    199.3358401    356.7695248
    1787.000    -840.5225045    670.1126834    199.3360766    356.9688608
    1788.000    -841.1926729    670.2242002    199.3363126    357.1681970
    1789.000    -841.8629529    670.3356547    199.3365482    357.3675334
    1790.000    -842.5333442    670.4470471    199.3367834    357.5668701
    1791.000    -843.2038470    670.5583774    199.3370183    357.7662070
    1792.000    -843.8744610    670.6696457    199.3372527    357.9655441
    1793.000    -844.5451862    670.7808520    199.3374868    358.1648815
    1794.000    -845.2160227    670.8919965    199.3377204    358.3642191
    1795.000    -845.8869702    671.0030792    199.3379537    358.5635569
    1796.000    -846.5580288    671.1141001    199.3381866    358.7628950
    1797.000    -847.2291984    671.2250594    199.3384191    358.9622333
    1798.000    -847.9004789    671.3359570    199.3386512    359.1615718
    1799.000    -848.5718703    671.4467931    199.3388829    359.3609106
    1800.000    -849.2433725    671.5575678    199.3391143    359.5602496
    1801.000    -849.9149854    671.6682811    199.3393452    359.7595888
    1802.000    -850.5867090    671.7789330    199.3395758    359.9589283
    1803.000    -851.2585432    671.8895237    199.3398060    360.1582680
    1804.000    -851.9304880    672.0000532    199.3400358    360.3576079
    1805.000    -852.6025433    672.1105215    199.3402652    360.5569481
    1806.000    -853.2747090    672.2209288    199.3404942    360.7562884
    1807.000    -853.9469852    672.3312752    199.3407229    360.9556290
    1808.000    -854.6193716    672.4415605    199.3409512    361.1549699
    1809.000    -855.2918683    672.5517851    199.3411791    361.3543109
    1810.000    -855.9644751    672.6619488    199.3414066    361.5536522
    1811.000    -856.6371921    672.7720518    199.3416338    361.7529938
    1812.000    -857.3100192    672.8820942    199.3418605    361.9523355
    1813.000    -857.9829563    672.9920760    199.3420869    362.1516775
    1814.000    -858.6560033    673.1019973    199.3423130    362.3510197
    1815.000    -859.3291603    673.2118581    199.3425386    362.5503621
    1816.000    -860.0024270    673.3216585    199.3427639    362.7497048
    1817.000    -860.6758036    673.4313986    199.3429888    362.9490476
    1818.000    -861.3492898    673.5410784    199.3432134    363.1483907
    1819.000    -862.0228857    673.6506981    199.3434375    363.3477341
    1820.000    -862.6965912    673.7602576    199.3436613    363.5470776
    1821.000    -863.3704062    673.8697570    199.3438848    363.7464214
    1822.000    -864.0443307    673.9791965    199.3441078    363.9457654
    1823.000    -864.7183646    674.0885761    199.3443305    364.1451096
    1824.000    -865.3925078    674.1978958    199.3445529    364.3444540
    1825.000    -866.0667603    674.3071556    199.3447748    364.5437987
    1826.000    -866.7411221    674.4163558    199.3449964    364.7431436
    1827.000    -867.4155930    674.5254963    199.3452177    364.9424887
    1828.000    -868.0901731    674.6345772    199.3454386    365.1418340
    1829.000    -868.7648622    674.7435986    199.3456591    365.3411796
    1830.000    -869.4396603    674.8525604    199.3458792    365.5405253
    1831.000    -870.1145673    674.9614629    199.3460990    365.7398713
    1832.000    -870.7895832    675.0703061    199.3463185    365.9392175
